order_id	purchase_date	category	state	city	product_price	freight	total_item_value	delivery_status	delivery_turnaround_days	rating	customer_segment
01dbd2da9b685e6d444416f7825d0931	2017-10-04	Fashion Bags Accessories	RS	Porto Alegre	33.6	15.1	48.7	On-Time	16.0	4	About To Sleep
01dcbb39823b4cda39ddcc6679fb00ac	2017-05-29	Furniture Decor	ES	Vitoria	39.9	17.6	57.5	On-Time	8.9	5	At Risk
01dcbb39823b4cda39ddcc6679fb00ac	2017-05-29	Furniture Decor	ES	Vitoria	39.9	17.6	57.5	On-Time	8.9	5	At Risk
01dd288e8605af239a3a35e550e89235	2017-07-26	Computers Accessories	SP	Sao Paulo	169.99	16.63	186.62	On-Time	5.4	5	Lost / Hibernating
01dd7b32b57e2e5633984f61e456b046	2018-04-05	Signaling And Security	SP	Sao Paulo	16.0	7.87	23.87	On-Time	4.3	3	Promising Recent
01dd912bf415bd6f499af600aebdb866	2018-02-09	Furniture Decor	SP	Limeira	118.9	12.04	130.94	On-Time	6.5	5	Potential Loyalists
01dfa7b5bb8dcd546273e480c27043bc	2018-04-27	Perfumery	SC	Coronel Martins	51.4	14.59	65.99	On-Time	12.4	4	Loyal Customers
01e0386aae6c6385feedb58bd4aae5c7	2017-11-24	Health Beauty	MG	Belo Horizonte	184.99	16.05	201.04	On-Time	17.0	5	About To Sleep
01e1617e546dc1fd372e089ab515ae34	2017-09-17	Housewares	GO	Goiania	76.1	20.02	96.12	On-Time	10.0	5	About To Sleep
01e4121d4b2dcfb2ba6b8f367652aee8	2017-10-30	Health Beauty	RJ	Petropolis	98.0	12.69	110.69	On-Time	4.2	5	About To Sleep
01e4eeac4002b2e57b7ada6bc3a3c38f	2017-08-01	Furniture Decor	SP	Sao Paulo	49.9	11.85	61.75	On-Time	7.1	5	Lost / Hibernating
01e4eeac4002b2e57b7ada6bc3a3c38f	2017-08-01	Furniture Decor	SP	Sao Paulo	49.9	11.85	61.75	On-Time	7.1	5	Lost / Hibernating
01e515b157491fa28d3b56e7ef342573	2018-04-26	Watches Gifts	SP	Pindamonhangaba	55.0	12.83	67.83	On-Time	7.6	5	Promising Recent
01e51b7c3025655646143d09b911e1d7	2018-01-14	Housewares	RJ	Sao Goncalo	19.0	14.1	33.1	On-Time	17.4	3	About To Sleep
01e662008f03009eb9b97f9333fcd6b4	2018-06-30	Housewares	SP	Pindamonhangaba	24.98	12.84	37.82	On-Time	14.2	3	New Customers
01e6f40a293da5a9dc11e49695c7541d	2017-05-29	Telephony	MG	Passos	48.99	15.1	64.09	On-Time	9.1	5	Lost / Hibernating
01e7138289b75d9624b04dfe12379c1d	2018-02-01	Electronics	PR	Campo Magro	19.9	12.48	32.38	On-Time	18.9	5	Promising Recent
01e7138289b75d9624b04dfe12379c1d	2018-02-01	Electronics	PR	Campo Magro	19.9	12.48	32.38	On-Time	18.9	5	Promising Recent
01e71f17355fc56620b0d3678f796c42	2018-04-18	Bed Bath Table	MT	Pedra Preta	138.0	25.78	163.78	On-Time	22.0	5	Potential Loyalists
01e7cf79ff6fdb0a65634f714c67dd24	2018-02-15	Unknown	SP	Lins	27.3	11.85	39.15	On-Time		3	New Customers
01e84dcdea7f8180214c9cf9f058f0dc	2017-10-31	Sports Leisure	MG	Montes Claros	45.9	15.1	61.0	On-Time	9.4	5	About To Sleep
01e9b3d727e46edf036b0bd549c38bb4	2018-01-20	Sports Leisure	PR	Laranjeiras Do Sul	99.9	16.46	116.36	On-Time	16.0	5	About To Sleep
01e9feecd7fba975c1869a8fbbb38b65	2017-03-28	Consoles Games	SP	Santo Andre	285.9	17.21	303.11	On-Time	6.8	5	Lost / Hibernating
01ea9d9ce4b86204f82b79184897371c	2017-03-23	Garden Tools	MG	Conselheiro Lafaiete	46.3	18.63	64.93	On-Time	10.8	5	Lost / Hibernating
01eaa000fe5c9f80f535c3d0cad25a47	2018-08-15	Stationery	MG	Andradas	135.9	16.02	151.92	On-Time	2.2	4	Potential Loyalists
01eb154e5aa06eaf50851577302a04a5	2018-03-22	Baby	SP	Sao Jose Dos Campos	55.0	8.64	63.64	On-Time	18.1	5	Promising Recent
01ebb9ed879d6fa1da4857ed617972ab	2017-04-27	Home Appliances	SP	Botucatu	32.9	10.96	43.86	On-Time	14.9	5	Lost / Hibernating
01ec6affa239058ac384542eb9f6920c	2017-12-12	Office Furniture	SP	Ferraz De Vasconcelos	114.6	18.52	133.12	On-Time	13.7	5	About To Sleep
01ed8d522a969ceeb6ba285a161bf4c9	2018-05-13	Market Place	SP	Pirassununga	47.9	19.32	67.22	On-Time	5.0	4	New Customers
01efe0209a92b2f21f6e0edee4bd4eb6	2018-06-24	Watches Gifts	MG	Volta Grande	78.0	18.65	96.65	On-Time	11.7	4	New Customers
01f04ef1bf8714247c5286afd8579353	2017-10-30	Housewares	SP	Varzea Paulista	165.0	68.13	233.13	On-Time	9.4	1	About To Sleep
01f11912a2c502cc940f607b1f6b2ab0	2018-02-05	Garden Tools	RJ	Japuiba	120.0	45.3	165.3	On-Time	17.2	4	Potential Loyalists
01f216b447564f9ea791b521db577ccb	2017-01-24	Perfumery	SP	Jandira	59.9	14.59	74.49	On-Time	6.5	5	Lost / Hibernating
01f3ed0a20c6db39216985812a092bea	2018-08-18	Construction Tools Safety	DF	Brasilia	99.0	15.79	114.79	On-Time	8.8	5	Potential Loyalists
01f48b2a27229e667db384b5b9d5dfa4	2018-05-16	Stationery	SP	Sao Paulo	59.9	8.29	68.19	On-Time	1.7	5	New Customers
01f5bb59c4e3a373ee5cade4e69ae92f	2018-03-19	Luggage Accessories	SP	Jundiai	41.95	14.43	56.38	On-Time	4.5	5	Promising Recent
01f65c9e501f46d2a15af4d2b28e6081	2018-07-09	Health Beauty	SP	Sao Paulo	199.9	20.59	220.49	On-Time	4.9	5	Potential Loyalists
01f66e58769f84129811d43eefd187fb	2018-07-09	Sports Leisure	SP	Sao Paulo	79.8	7.82	87.62	On-Time	2.1	5	New Customers
01f67ca8027e959060afd840aa06f465	2018-04-30	Health Beauty	CE	Fortaleza	330.0	14.7	344.7	Delayed	65.1	1	Potential Loyalists
01f74145603bef2ef33949099b48ad28	2017-12-27	Bed Bath Table	PR	Foz Do Iguacu	69.9	17.74	87.64	On-Time	8.3	3	About To Sleep
01f74d38c7379a28cc0ac3d90e80c7ea	2018-01-31	Sports Leisure	SC	Ipora Do Oeste	29.9	15.1	45.0	On-Time	26.5	2	Promising Recent
01f78824e3a8e474a36d8dfc2a2c35f4	2017-09-19	Art	RS	Erechim	48.65	17.6	66.25	On-Time	17.4	4	About To Sleep
01f7d29898cf7c5fcb583a2a29508202	2017-12-11	Bed Bath Table	SP	Sao Paulo	39.9	11.73	51.63	On-Time	8.7	5	About To Sleep
01f80c40f143af17e50622fe26ca76c4	2018-05-20	Housewares	SP	Rio Grande Da Serra	113.89	23.38	137.27	On-Time	12.9	5	Potential Loyalists
01f99c97a2034ffb373556e8fdb5c7cf	2018-05-08	Sports Leisure	SP	Sao Paulo	195.0	23.91	218.91	On-Time	8.5	4	Potential Loyalists
01f9f30f42a15cb09e70666d0df18856	2018-01-15	Bed Bath Table	DF	Brasilia	49.95	16.11	66.06	On-Time	11.4	5	About To Sleep
01fa35042136b75da24ce2a391b30eb9	2018-01-08	Health Beauty	RJ	Rio De Janeiro	29.9	15.1	45.0	On-Time	4.3	5	About To Sleep
01fac9bdfa271bcaf57218f971649ab7	2017-09-21	Furniture Decor	RO	Cacaulandia	72.9	35.83	108.73	On-Time	18.3	5	About To Sleep
01fba151a6fa8315ff6dc6f29fe2f2d4	2017-07-10	Furniture Decor	SP	Sao Paulo	38.5	19.88	58.38	On-Time	3.0	5	Lost / Hibernating
01fe473278bb7522f081c21ee8e4cbd4	2018-05-20	Sports Leisure	SP	Bauru	106.0	13.18	119.18	On-Time	8.0	5	Potential Loyalists
02014f2495eef0e869616829d481d743	2018-08-22	Health Beauty	MG	Uberaba	1240.0	102.63	1342.63	On-Time	5.3	5	Potential Loyalists
020347f6d056bb4209b3ee4711d25f1a	2018-07-24	Computers Accessories	BA	Caldeirao Grande	105.0	23.89	128.89	On-Time	12.8	5	Potential Loyalists
02036bc298ab3c1efc98b116f420d646	2018-08-23	Health Beauty	PR	Curitiba	24.99	17.98	42.97	On-Time	4.7	5	New Customers
0203892ed7a2b76401830f4b82a5a34c	2017-07-08	Sports Leisure	SP	Santos	39.9	8.72	48.62	On-Time	3.0	5	Lost / Hibernating
0204196a1fd266bdc00356eb791b4516	2017-11-26	Garden Tools	MG	Belo Horizonte	49.0	17.64	66.64	On-Time	15.7	5	About To Sleep
0204196a1fd266bdc00356eb791b4516	2017-11-26	Garden Tools	MG	Belo Horizonte	49.0	17.64	66.64	On-Time	15.7	5	About To Sleep
020500486b7211f5ef873ba8ffd58cd0	2018-08-13	Auto	MG	Contagem	39.99	18.38	58.37	On-Time	7.0	4	New Customers
020550d9cdfb7110d07fd1a1f8937c6e	2017-09-02	Computers Accessories	MG	Silveira Carvalho	28.9	13.37	42.27	On-Time	15.7	5	Lost / Hibernating
02058d1c3b825765a4ec45968b8a1c97	2017-05-22	Sports Leisure	MG	Uberlandia	1799.0	27.34	1826.34	On-Time	13.8	4	Lost / Hibernating
0205c3dd6f4d8e348ee72fffd114fec4	2017-07-24	Perfumery	CE	Fortaleza	56.99	17.68	74.67	On-Time	16.9	4	Lost / Hibernating
0207f5a2635f4e2d29acd00fc01a36ba	2018-03-05	Fashion Underwear Beach	SP	Sao Paulo	59.9	11.92	71.82	On-Time	14.5	5	Promising Recent
0209ef2fa3cce5eb798c98f5b6142849	2018-02-24	Telephony	SP	Sao Paulo	12.67	7.78	20.45	On-Time	2.9	1	Promising Recent
020a1591ace758e4c97d7843e1a03a88	2018-08-13	Telephony	SP	Sao Paulo	18.9	7.39	26.29	On-Time	2.4	5	New Customers
020aec76c43508e4214579c52c1133f4	2018-06-25	Garden Tools	SP	Sao Paulo	27.9	19.39	47.29	On-Time	6.9	5	New Customers
020bc32fbdded2a43147c70a5eb3ec21	2017-07-14	Garden Tools	RS	Caxias Do Sul	98.8	17.94	116.74	On-Time	14.0	5	Lost / Hibernating
020c01e41104519842f8a15605af646c	2017-02-08	Pet Shop	SP	Cruzeiro	29.99	21.82	51.81	On-Time	6.1	5	Lost / Hibernating
020c2cd20d09193b79c51797a82aaa3e	2017-11-28	Housewares	MG	Belo Horizonte	72.6	17.76	90.36	On-Time	6.2	5	About To Sleep
020d1063c6e7cb975472aedbfe0e25ea	2018-01-05	Office Furniture	SP	Sao Vicente	139.94	17.71	157.65	On-Time	46.9	4	About To Sleep
020d90b47730f065a03723587c20a57f	2018-04-27	Watches Gifts	SP	Santos	284.8	9.18	293.98	On-Time	7.4	4	Potential Loyalists
020e6f6dee3bdcf543b857eb97373956	2018-05-05	Health Beauty	SP	Sao Paulo	199.0	14.3	213.3	On-Time	5.6	5	Potential Loyalists
020f04b3da1d597b9a00b825762299ba	2018-07-05	Toys	SP	Ribeirao Preto	125.0	18.98	143.98	On-Time	8.1	5	Potential Loyalists
020f64bdb28111d057f49277da918771	2018-06-09	Housewares	SP	Jundiai	32.0	8.88	40.88	On-Time	4.5	4	New Customers
020f8f4df303ae8aa39b806b766d2681	2017-12-27	Unknown	DF	Brasilia	149.0	14.79	163.79	On-Time	13.5	5	About To Sleep
0210336762a2618a562576d1266efefe	2018-04-16	Health Beauty	RJ	Duque De Caxias	59.99	16.39	76.38	On-Time	14.9	5	Promising Recent
0210f3225937e9d7702e0c3fff098b98	2017-11-25	Fashion Bags Accessories	SP	Sao Paulo	13.3	8.11	21.41	On-Time	6.7	5	Customers Needing Attention
02119fc90b970a6b0f5f554659843ab4	2017-06-28	Sports Leisure	SP	Sao Paulo	84.9	27.44	112.34	On-Time	22.1	5	Lost / Hibernating
0212767fce39149bfc2e12d54be96f65	2017-06-11	Music	PR	Londrina	329.0	15.32	344.32	On-Time	2.6	3	Lost / Hibernating
021288ce4f15c031270df5259df1b551	2017-12-05	Luggage Accessories	RS	Canoas	83.9	28.99	112.89	On-Time	15.9	5	About To Sleep
021363783b521e9813dd62bbcb77d1dd	2018-02-23	Health Beauty	BA	Salvador	559.99	19.36	579.35	Delayed	26.4	5	Potential Loyalists
021397df4601b61a8bd063be9b5c54a0	2017-11-16	Computers Accessories	SP	Santo Andre	109.0	8.35	117.35	On-Time	2.8	1	About To Sleep
021397df4601b61a8bd063be9b5c54a0	2017-11-16	Computers Accessories	SP	Santo Andre	109.0	8.35	117.35	On-Time	2.8	1	About To Sleep
021397df4601b61a8bd063be9b5c54a0	2017-11-16	Computers Accessories	SP	Santo Andre	109.0	8.35	117.35	On-Time	2.8	1	About To Sleep
0213da24bc9b884c4792ae4c54eb0bf3	2017-11-24	Auto	RJ	Rio De Janeiro	25.0	14.1	39.1	On-Time	10.5	3	About To Sleep
02145cbff48d443165378d41c0e49e48	2017-12-22	Furniture Decor	ES	Serra	38.4	19.84	58.24	On-Time	19.1	5	About To Sleep
02145cbff48d443165378d41c0e49e48	2017-12-22	Furniture Decor	ES	Serra	38.4	19.84	58.24	On-Time	19.1	5	About To Sleep
0214781b6f9215eb09fb1b78de35b07e	2018-08-12	Construction Tools Construction	SP	Sao Paulo	109.9	8.93	118.83	On-Time	2.9	2	Potential Loyalists
021645306ea1563079aaec6e96f20d38	2017-04-01	Office Furniture	RJ	Rio De Janeiro	129.96	29.1	159.06	On-Time	11.7	5	Lost / Hibernating
0216b8a71f44f126ac083fa5d639fe47	2018-08-19	Musical Instruments	SP	Sorocaba	59.9	17.63	77.53	On-Time	5.8	5	New Customers
0216ea85f929ce4795f933573c6bb055	2018-06-08	Home Confort	SP	Caraguatatuba	76.9	14.63	91.53	On-Time	10.9	5	New Customers
0217ad862ae7391cc3964c07ce3d6ea1	2017-11-29	Bed Bath Table	PR	Paranavai	99.9	17.95	117.85	Delayed	27.3	2	About To Sleep
0218bc1c672e0e92f10a6633ca1cc461	2018-03-07	Bed Bath Table	CE	Fortaleza	133.0	22.99	155.99	Delayed	21.1	1	Potential Loyalists
0218bc1c672e0e92f10a6633ca1cc461	2018-03-07	Bed Bath Table	CE	Fortaleza	133.0	22.99	155.99	Delayed	21.1	1	Potential Loyalists
0218c7a4fb8d5b1bd22c82b783b8359c	2017-10-13	Toys	SP	Sao Paulo	34.9	15.11	50.01	On-Time	10.0	5	About To Sleep
02190241f7190a1f3c7e0df95a749c6a	2016-10-07	Toys	RJ	Rio De Janeiro	249.99	10.74	260.73	On-Time	19.9	4	Lost / Hibernating
02190241f7190a1f3c7e0df95a749c6a	2016-10-07	Toys	RJ	Rio De Janeiro	249.99	10.74	260.73	On-Time	19.9	4	Lost / Hibernating
021d0261c214591da7db51193c9aeb29	2017-09-20	Auto	SP	Sao Bernardo Do Campo	179.49	9.45	188.94	On-Time	1.5	5	About To Sleep
021d08e4057e5b6414c8d2f69f4f72a0	2016-10-07	Auto	MG	Ouro Preto	51.5	14.53	66.03	On-Time	22.3	1	Lost / Hibernating
021d35119e0e191a4fa47715d479b6f8	2018-03-02	Watches Gifts	SP	Sao Paulo	84.99	12.09	97.08	On-Time	14.3	4	Promising Recent
021dac6e3120485db6a77474aa21b979	2017-11-24	Toys	PR	Curitiba	479.0	55.36	534.36	On-Time		1	About To Sleep
021f21b778ea0a81da47ebe141b1b29c	2017-10-26	Furniture Decor	SP	Lencois Paulista	38.4	12.69	51.09	On-Time	8.1	5	About To Sleep
021f21b778ea0a81da47ebe141b1b29c	2017-10-26	Furniture Decor	SP	Lencois Paulista	38.4	12.69	51.09	On-Time	8.1	5	About To Sleep
021f21b778ea0a81da47ebe141b1b29c	2017-10-26	Furniture Decor	SP	Lencois Paulista	38.4	12.69	51.09	On-Time	8.1	5	About To Sleep
021f26893462ec6a677baba7f06ce4c1	2017-07-07	Bed Bath Table	SP	Diadema	49.95	11.85	61.8	On-Time	14.9	4	Lost / Hibernating
0220b52f0b019739726d80c64bd4bf08	2017-12-20	Telephony	PR	Itapejara D'Oeste	24.99	15.1	40.09	On-Time	8.5	5	About To Sleep
02218eb2a33847087a46d34397835b2a	2017-06-17	Computers Accessories	BA	Paulo Afonso	31.9	16.79	48.69	On-Time	13.1	3	Lost / Hibernating
0221d784b11a24077b3531e860b73434	2017-12-14	Housewares	CE	Fortaleza	32.0	17.63	49.63	On-Time	12.6	5	About To Sleep
0222b443ebbd702540abbaf4f5ff7edf	2018-07-19	Furniture Decor	AL	Maceio	70.0	27.26	97.26	On-Time	24.8	4	New Customers
0224d4ce99f4262f9554d248dfad743c	2018-03-17	Health Beauty	SP	Taboao Da Serra	59.99	8.88	68.87	On-Time	4.1	3	Promising Recent
022790f69760d0a1c025cd3acdf13927	2017-10-08	Pet Shop	SP	Sao Paulo	22.9	14.1	37.0	On-Time	8.1	5	About To Sleep
0227da6a9a5c5d03b593cc9c2bce3463	2018-04-11	Cool Stuff	SP	Jundiai	49.9	11.62	61.52	On-Time	6.1	5	Promising Recent
0229b2e398fde4545d32b5bb232973ad	2018-03-21	Telephony	BA	Buerarema	989.0	28.63	1017.63	Delayed	44.4	3	Potential Loyalists
0229bc966620f05d9d8fc29c704aa6ff	2018-07-21	Construction Tools Construction	SP	Poa	45.97	13.9	59.87	On-Time	6.2	3	New Customers
0229e66693fbbd736e5022221fc8148b	2018-08-18	Health Beauty	MG	Piumhi	40.75	22.23	62.98	On-Time	9.8	5	New Customers
022aa0edf94712a82983961b98e4a9a1	2018-06-25	Bed Bath Table	SP	Cotia	99.9	12.19	112.09	On-Time	3.8	4	Potential Loyalists
022b1f3510a95b396431fec95f5de236	2018-03-07	Sports Leisure	MG	Belo Horizonte	99.9	13.82	113.72	On-Time	3.2	2	Loyal Customers
022ba76c6e0c4336514521a8cd4b8fbb	2018-06-17	Computers Accessories	SE	Lagarto	67.99	52.83	120.82	On-Time	9.7	5	Potential Loyalists
022c0ddf029d7d3ba3d83bd524805629	2018-02-06	Bed Bath Table	SP	Sao Jose Do Rio Preto	92.0	13.66	105.66	On-Time	8.4	3	Champions
022cb45264ced2571bbbd8e231838100	2018-06-03	Construction Tools Lights	SP	Sao Caetano Do Sul	45.0	7.39	52.39	On-Time	9.7	5	New Customers
022d47e6dd2e127493b8f51c8408078c	2018-01-13	Stationery	SP	Sao Caetano Do Sul	99.0	13.71	112.71	On-Time	9.0	5	About To Sleep
022d4b171a04520ca2113a48b6b61380	2018-06-01	Auto	SP	Sao Carlos	57.2	12.84	70.04	On-Time	10.4	1	New Customers
022e34b10acb0f74f51f03b3bf8d996d	2018-01-11	Health Beauty	MG	Itabira	89.99	16.39	106.38	On-Time	12.2	4	About To Sleep
022e89c60857b5c81788e7e09d04b3ef	2018-06-06	Books General Interest	SP	Cachoeira Paulista	29.9	13.71	43.61	On-Time	8.2	3	New Customers
022f80b8a6f58b11018082b505f15c38	2018-08-22	Garden Tools	RJ	Rio De Janeiro	24.9	18.27	43.17	On-Time	7.3	5	New Customers
0231382a78f19752dabca6a86b618152	2017-03-09	Health Beauty	SP	Sao Paulo	76.49	9.53	86.02	On-Time	13.6	5	Lost / Hibernating
0231a1f06afc507072e11f93fa6e736b	2018-05-08	Electronics	BA	Salvador	103.9	14.33	118.23	On-Time	14.3	5	Potential Loyalists
0231f6b89e5798ff6c0dfb1e18a94da9	2018-08-04	Health Beauty	SP	Sao Bernardo Do Campo	550.0	98.77	648.77	On-Time	13.2	5	Potential Loyalists
0232512713ff84ce6ae5c96971894149	2018-03-25	Office Furniture	SP	Embu Das Artes	149.99	21.09	171.08	On-Time	17.3	5	Potential Loyalists
02332b54c758506809fd87d9c2748086	2017-11-06	Health Beauty	PI	Teresina	32.99	21.15	54.14	Delayed	35.4	1	About To Sleep
02333096645cf1743050acd043b76e69	2018-08-09	Furniture Decor	RS	Andre Da Rocha	119.0	27.13	146.13	On-Time	7.1	5	Potential Loyalists
02342201aaaf713fa9f51c6d44444424	2018-01-29	Sports Leisure	SP	Sales Oliveira	35.9	11.85	47.75	On-Time	7.3	4	Promising Recent
02346f2f5b8930a992461a607bf6bf62	2018-03-20	Housewares	SP	Pindorama	89.0	17.53	106.53	On-Time	6.2	5	Promising Recent
02346fd715e28d8e4fdb6893cd121f71	2017-11-08	Cool Stuff	SP	Registro	146.99	16.66	163.65	On-Time	14.0	5	About To Sleep
02355020fd0a40a0d56df9f6ff060413	2018-02-28	Furniture Decor	BA	Itabuna	50.0	19.59	69.59	Delayed	40.9	1	Loyal Customers
02355020fd0a40a0d56df9f6ff060413	2018-02-28	Furniture Decor	BA	Itabuna	50.0	19.59	69.59	Delayed	40.9	3	Loyal Customers
02358a9949662b292e80635305dea78b	2017-05-15	Telephony	PE	Triunfo	59.0	25.69	84.69	On-Time	7.9	5	Champions
023669233121f0fb7899e5be2b22885f	2018-04-16	Pet Shop	SP	Sao Paulo	109.99	23.25	133.24	On-Time	3.1	5	Loyal Customers
023669233121f0fb7899e5be2b22885f	2018-04-16	Pet Shop	SP	Sao Paulo	38.9	16.56	55.46	On-Time	3.1	5	Loyal Customers
023669233121f0fb7899e5be2b22885f	2018-04-16	Pet Shop	SP	Sao Paulo	109.9	19.76	129.66	On-Time	3.1	5	Loyal Customers
0236711b7bfcba7479639be980c21128	2017-06-14	Office Furniture	RJ	Cabo Frio	259.99	66.63	326.62	On-Time	20.9	4	Lost / Hibernating
023a60303ff8d9e08b99e7474f7416ce	2017-06-12	Furniture Decor	PR	Curitiba	59.0	16.17	75.17	On-Time	15.7	5	Lost / Hibernating
023aa4b0585594124bc50e55e0e11a5f	2018-04-01	Housewares	SP	Sao Paulo	69.0	13.84	82.84	On-Time	7.5	5	Promising Recent
023ae47e11483bdb8aa35fa4662aee1c	2017-04-10	Unknown	RJ	Niteroi	89.99	22.1	112.09	On-Time	8.2	2	Lost / Hibernating
023af4b88d12c9f3f56bcb55da0450c5	2017-12-09	Stationery	RJ	Resende	79.0	32.49	111.49	On-Time	30.2	4	About To Sleep
023af4b88d12c9f3f56bcb55da0450c5	2017-12-09	Stationery	RJ	Resende	99.0	3.25	102.25	On-Time	30.2	4	About To Sleep
023b3575b6649cf01cb239c0e9603262	2017-12-28	Bed Bath Table	SP	Sao Paulo	149.9	21.54	171.44	On-Time	18.5	4	About To Sleep
023b49300b34f2b9961857266df731dc	2017-09-21	Sports Leisure	MS	Campo Grande	139.9	22.85	162.75	On-Time	7.5	5	About To Sleep
023dced8c25f743c5fdcf14edabac7a8	2018-03-25	Electronics	SP	Sao Paulo	12.25	7.39	19.64	On-Time	2.9	5	Promising Recent
023dec08929b8cafa8028da5e6b527b6	2018-03-17	Perfumery	SP	Sao Paulo	46.9	7.39	54.29	On-Time	5.2	5	Promising Recent
023e55afed85f9778758fba7752a9215	2018-03-23	Computers Accessories	SP	Caraguatatuba	99.0	14.05	113.05	On-Time	6.4	1	Potential Loyalists
023efd060c082063e299dc77891ea1b7	2017-11-14	Sports Leisure	RJ	Nova Iguacu	48.9	7.94	56.84	On-Time	8.2	5	About To Sleep
023faf5fac58639f7cf53cb7dd219859	2018-01-14	Sports Leisure	PR	Curitiba	69.49	16.25	85.74	On-Time	19.1	4	Customers Needing Attention
0240111ef6f94ee97599bd002acec1cd	2018-06-24	Luggage Accessories	SP	Itapolis	149.0	74.99	223.99	On-Time	4.9	5	Potential Loyalists
0240c9d87266e4cabc3bacdcdc6e77e4	2018-06-12	Garden Tools	SP	Sao Paulo	129.0	34.98	163.98	On-Time	6.3	5	Potential Loyalists
0241b276e1e2b1d6873473c44240b426	2018-02-21	Computers Accessories	RJ	Rio De Janeiro	84.0	17.03	101.03	Delayed	33.7	1	Promising Recent
024319cfbf2156b9b8a0a50c3aef45b7	2018-06-08	Watches Gifts	RJ	Rio De Janeiro	169.99	19.07	189.06	On-Time	10.0	5	Potential Loyalists
02440f65dc09737b491463739c347446	2018-02-26	Perfumery	SP	Osasco	119.9	15.59	135.49	Delayed	36.4	1	Potential Loyalists
02447024ad7cd72fab1af9b28bebb901	2018-04-11	Stationery	SP	Sao Paulo	73.9	11.62	85.52	On-Time	1.9	5	Promising Recent
024554aeb0da84476f1c31a711e0990c	2018-04-18	Bed Bath Table	MT	Cuiaba	17.9	17.06	34.96	On-Time	16.1	4	Promising Recent
024554aeb0da84476f1c31a711e0990c	2018-04-18	Bed Bath Table	MT	Cuiaba	17.9	17.06	34.96	On-Time	16.1	4	Promising Recent
0245631f7bd55dbee7c6b441629bba94	2017-10-05	Bed Bath Table	RJ	Rio De Janeiro	279.9	30.84	310.74	On-Time	8.1	2	About To Sleep
0245631f7bd55dbee7c6b441629bba94	2017-10-05	Bed Bath Table	RJ	Rio De Janeiro	329.9	33.82	363.72	On-Time	8.1	2	About To Sleep
0245631f7bd55dbee7c6b441629bba94	2017-10-05	Bed Bath Table	RJ	Rio De Janeiro	119.9	13.13	133.03	On-Time	8.1	2	About To Sleep
0245631f7bd55dbee7c6b441629bba94	2017-10-05	Bed Bath Table	RJ	Rio De Janeiro	119.9	12.33	132.23	On-Time	8.1	2	About To Sleep
02457250c331120c9dea3bf840316d54	2017-07-12	Toys	MG	Barbacena	349.99	18.76	368.75	On-Time	6.8	5	Lost / Hibernating
0245af1fbe1f70f5ac7c1793c78f12cb	2018-01-16	Watches Gifts	MG	Belo Horizonte	110.0	20.01	130.01	On-Time	14.3	5	About To Sleep
024602a52e3c89ca5f963affcd2bedad	2018-07-06	Auto	PR	Cianorte	27.9	18.3	46.2	On-Time	9.8	4	New Customers
0246b043b8ae041912cc7651ceb1ba2f	2017-10-26	Bed Bath Table	MG	Belo Horizonte	45.9	15.11	61.01	On-Time	8.4	5	About To Sleep
0247aa98317f60908e99f44e7a2a4896	2017-12-08	Garden Tools	RJ	Volta Redonda	89.99	45.09	135.08	Delayed	31.5	5	About To Sleep
0248cb6c91b223b74dc554e1d2c2a59d	2018-04-25	Computers Accessories	BA	Itatim	149.9	23.98	173.88	On-Time	13.1	5	Potential Loyalists
024a19cc498cc1a9efcf675d1ca465c3	2018-04-03	Auto	ES	Serra	177.65	25.37	203.02	Delayed	27.0	1	Potential Loyalists
024a74550cdbd36c0fe3955fc9e2bcf0	2018-08-09	Telephony	SP	Sao Paulo	27.99	7.46	35.45	Delayed	6.4	4	New Customers
024ab991361d48e491b7dad2f172b43f	2018-05-17	Office Furniture	PI	Teresina	79.98	34.04	114.02	Delayed	49.2	1	Potential Loyalists
024b3b6b53b99a1eb8b9b34515106765	2018-01-23	Bed Bath Table	SP	Ribeirao Preto	349.9	21.33	371.23	On-Time	10.1	5	Potential Loyalists
024bee763e8abbf0cd46fa7f440c41ea	2017-08-06	Health Beauty	SP	Guarulhos	29.99	14.1	44.09	On-Time	10.8	5	Lost / Hibernating
024bee763e8abbf0cd46fa7f440c41ea	2017-08-06	Health Beauty	SP	Guarulhos	29.99	14.1	44.09	On-Time	10.8	5	Lost / Hibernating
024d4903890a56c2e98df63a32206bd9	2017-11-04	Bed Bath Table	MG	Belo Horizonte	59.99	16.18	76.17	On-Time	10.5	4	About To Sleep
024d4ef645f204e4f95cb2a0d9cc61f9	2017-10-29	Bed Bath Table	MG	Juiz De Fora	56.99	16.16	73.15	On-Time	12.4	5	About To Sleep
024d4ef645f204e4f95cb2a0d9cc61f9	2017-10-29	Bed Bath Table	MG	Juiz De Fora	56.99	16.16	73.15	On-Time	12.4	5	About To Sleep
024d56279184e5cb942d9abf28fc14e6	2017-05-21	Computers Accessories	MG	Sabara	89.0	8.21	97.21	On-Time	1.7	1	Lost / Hibernating
024f8681c73783017f7cd5d5b061be3a	2017-09-12	Watches Gifts	SP	Sao Caetano Do Sul	49.0	7.78	56.78	On-Time	2.2	4	Lost / Hibernating
02504308041b6ad0a112b2b7159439ed	2018-03-09	Office Furniture	CE	Fortaleza	146.94	52.85	199.79	On-Time	32.4	4	Potential Loyalists
