geolocation_zip_code_prefix,latitude,longitude,city,state,location_key
5862,-23.668046615594406,-46.76457149139091,Sao Paulo,SP,3028
5863,-23.67801169747246,-46.76574141618096,Sao Paulo,SP,3029
5864,-23.67494425993584,-46.76134728517643,Sao Paulo,SP,3030
5866,-23.679126786699698,-46.769322041419045,Sao Paulo,SP,3031
5867,-23.67282118122807,-46.76982764141036,Sao Paulo,SP,3032
5868,-23.664957129335235,-46.77827175,Sao Paulo,SP,3033
5869,-23.677339557591324,-46.77201204815625,Sao Paulo,SP,3034
5870,-23.680691725863294,-46.772588988963605,Sao Paulo,SP,3035
5871,-23.684360311962607,-46.77272695087712,Sao Paulo,SP,3036
5872,-23.68596764566253,-46.77593183381903,Sao Paulo,SP,3037
5873,-23.69026354731953,-46.77884987831734,Sao Paulo,SP,3038
5874,-23.69831844240868,-46.78331547727059,Sao Paulo,SP,3039
5875,-23.693527980841417,-46.7819587507646,Sao Paulo,SP,3040
5876,-23.697350528449416,-46.79385620107914,Sao Paulo,SP,3041
5877,-23.69199483680533,-46.79077580939466,Sao Paulo,SP,3042
5878,-23.68979615459632,-46.78495137621901,Sao Paulo,SP,3043
5879,-23.68807659521623,-46.795458096168296,Sao Paulo,SP,3044
5880,-23.686630167961177,-46.78876462105877,Sao Paulo,SP,3045
5881,-23.682706732442742,-46.77977784400343,Sao Paulo,SP,3046
5882,-23.68017060727678,-46.78383016659933,Sao Paulo,SP,3047
5883,-23.67625329225576,-46.77941899029079,Sao Paulo,SP,3048
5884,-23.671511696087475,-46.775827932425365,Sao Paulo,SP,3049
5885,-23.674949455530363,-46.78639078794587,Sao Paulo,SP,3050
5886,-23.68002814804356,-46.79208027254891,Sao Paulo,SP,3051
5887,-23.677722557102022,-46.79778151540767,Sao Paulo,SP,3052
5888,-23.673533489872447,-46.79244491075233,Sao Paulo,SP,3053
5889,-23.66997594393789,-46.79196058126058,Sao Paulo,SP,3054
5890,-23.66615225087014,-46.78746324276619,Sao Paulo,SP,3055
5891,-23.66328033166945,-46.791926797664885,Sao Paulo,SP,3056
5892,-23.66145212432623,-46.78602165889549,Sao Paulo,SP,3057
5893,-23.658097106441733,-46.79053910900432,Sao Paulo,SP,3058
5894,-23.651715093143583,-46.78865239355994,Sao Paulo,SP,3059
5895,-23.652265201771623,-46.78579959201333,Sao Paulo,SP,3060
6010,-23.535843212083293,-46.76406620886582,Osasco,SP,3061
6013,-23.531876603641447,-46.77716394194666,Osasco,SP,3062
6016,-23.531973879580764,-46.77858409027181,Osasco,SP,3063
6018,-23.54142641046816,-46.77556079199594,Osasco,SP,3064
6020,-23.535839005222797,-46.76097421100975,Osasco,SP,3065
6023,-23.544089225633414,-46.76962425535224,Osasco,SP,3066
6026,-23.551639610479437,-46.764859155000345,Osasco,SP,3067
6028,-23.54780870664772,-46.76524741316207,Osasco,SP,3068
6029,-23.54845385758796,-46.76981810610759,Osasco,SP,3069
6030,-23.55780088675821,-46.76999067236991,Osasco,SP,3070
6033,-23.56114267470719,-46.77778566388714,Osasco,SP,3071
6036,-23.55957485068379,-46.77575905150596,Osasco,SP,3072
6037,-23.55503701638862,-46.77326263310046,Osasco,SP,3073
6038,-23.565276659732213,-46.77807705871975,Osasco,SP,3074
6040,-23.568853347221356,-46.78225045146837,Osasco,SP,3075
6045,-23.57297189117152,-46.79301217659699,Osasco,SP,3076
6050,-23.561059378310823,-46.786730598607924,Osasco,SP,3077
6053,-23.557876240407968,-46.78875378767495,Osasco,SP,3078
6056,-23.56601913891452,-46.78701591891262,Osasco,SP,3079
6060,-23.552859590255665,-46.78238998184588,Osasco,SP,3080
6065,-23.555422800464406,-46.79025990490693,Osasco,SP,3081
6070,-23.548093596716548,-46.78065511809683,Osasco,SP,3082
6075,-23.54940583083272,-46.78764712281436,Osasco,SP,3083
6080,-23.544048456027337,-46.78429673338271,Osasco,SP,3084
6083,-23.542756575076453,-46.778011050522174,Osasco,SP,3085
6086,-23.534939907164265,-46.785833280483416,Osasco,SP,3086
6090,-23.53313756084485,-46.78262247169481,Osasco,SP,3087
6093,-23.530234227964232,-46.78498015696224,Osasco,SP,3088
6097,-23.52828195706222,-46.77983133527613,Osasco,SP,3089
6102,-23.54946788095088,-46.81297818818162,Osasco,SP,3090
6110,-23.53162576464306,-46.79178255926477,Osasco,SP,3091
6112,-23.53616136554321,-46.79602109908249,Osasco,SP,3092
6114,-23.532632283844492,-46.798890397022376,Osasco,SP,3093
6120,-23.541535066149105,-46.791925727306854,Osasco,SP,3094
6122,-23.541952776588285,-46.79886992812618,Osasco,SP,3095
6124,-23.54750932944775,-46.79792231702219,Osasco,SP,3096
6126,-23.55240339886872,-46.794454920624354,Osasco,SP,3097
6130,-23.557488055355257,-46.7969326156731,Osasco,SP,3098
6132,-23.55507950106442,-46.79905042241339,Osasco,SP,3099
6140,-23.57564904599956,-46.80155392181534,Osasco,SP,3100
6142,-23.57037077649676,-46.798126008494314,Osasco,SP,3101
6144,-23.567144357256428,-46.80124193020628,Osasco,SP,3102
6145,-23.57581293762882,-46.8042525,Osasco,SP,3103
6147,-23.578719279933942,-46.80839392743596,Osasco,SP,3104
6149,-23.58073680521401,-46.81398898351451,Osasco,SP,3105
6150,-23.56698929058232,-46.81162587862104,Osasco,SP,3106
6152,-23.563945348181996,-46.80352080156092,Osasco,SP,3107
6154,-23.560346912574285,-46.804552568195014,Osasco,SP,3108
6160,-23.55789512835748,-46.813187263845634,Osasco,SP,3109
6162,-23.553451251327196,-46.80868874516693,Osasco,SP,3110
6170,-23.544790373853353,-46.80505627428013,Osasco,SP,3111
6172,-23.542230926930625,-46.81346159318365,Osasco,SP,3112
6180,-23.536150072976397,-46.80305752816096,Osasco,SP,3113
6182,-23.528271456575595,-46.81277264501702,Osasco,SP,3114
6184,-23.53806003135811,-46.80842474519604,Osasco,SP,3115
6186,-23.534221499999994,-46.81331105154514,Osasco,SP,3116
6187,-23.545158202885183,-46.8136660682641,Osasco,SP,3117
6190,-23.530227432973618,-46.798892025535224,Osasco,SP,3118
6192,-23.527748663310227,-46.802069511945206,Osasco,SP,3119
6194,-23.52517372773954,-46.80335418610415,Osasco,SP,3120
6210,-23.528691,-46.76564239159804,Osasco,SP,3121
6213,-23.530283855098546,-46.76773272202672,Osasco,SP,3122
6216,-23.525449752986297,-46.77101122064175,Osasco,SP,3123
6220,-23.516433943101177,-46.78294134952043,Osasco,SP,3124
6223,-23.516094121847733,-46.77773271189917,Osasco,SP,3125
6226,-23.50869652534535,-46.77773503719197,Osasco,SP,3126
6230,-23.51572635804139,-46.80061461626018,Osasco,SP,3127
6233,-23.51654616980736,-46.78643239791725,Osasco,SP,3128
6236,-23.509647981958324,-46.78850494829349,Osasco,SP,3129
6240,-23.504143308525272,-46.80575231072775,Osasco,SP,3130
6243,-23.503488109614054,-46.7987711273679,Osasco,SP,3131
6246,-23.49921489953255,-46.80712731513658,Osasco,SP,3132
6250,-23.500698046338584,-46.79574696462569,Osasco,SP,3133
6253,-23.49652223430834,-46.79686039269302,Osasco,SP,3134
6260,-23.499168590238064,-46.79118413235086,Osasco,SP,3135
6263,-23.493128523067647,-46.79722321940412,Osasco,SP,3136
6266,-23.492952011368303,-46.78744234076533,Osasco,SP,3137
6268,-23.500308274900522,-46.77668131034647,Osasco,SP,3138
6270,-23.49526648093905,-46.77121670713555,Osasco,SP,3139
6273,-23.49931402937304,-46.76754974911981,Osasco,SP,3140
6276,-23.48720985712605,-46.775858754048286,Osasco,SP,3141
6278,-23.47967667659023,-46.77943757197077,Osasco,SP,3142
6280,-23.510272799344435,-46.76666691569049,Osasco,SP,3143
6283,-23.514079363378823,-46.76915582194592,Osasco,SP,3144
6286,-23.506426089647405,-46.77223415044136,Osasco,SP,3145
6288,-23.50196786148724,-46.76608143643607,Osasco,SP,3146
6290,-23.51765825783373,-46.77034237428577,Osasco,SP,3147
6293,-23.51636063445678,-46.76263095089145,Osasco,SP,3148
6296,-23.518509814135804,-46.757253531767645,Osasco,SP,3149
6298,-23.521189657289533,-46.752404500418365,Osasco,SP,3150
6310,-23.514729556227827,-46.837387403778514,Carapicuiba,SP,3151
6311,-23.5209535937098,-46.84705979145426,Carapicuiba,SP,3152
6315,-23.523749356976268,-46.84042771221009,Carapicuiba,SP,3153
6317,-23.526450404724507,-46.8459747507432,Carapicuiba,SP,3154
6320,-23.52363541575618,-46.83657041709848,Carapicuiba,SP,3155
6321,-23.538072229644374,-46.830656674125485,Carapicuiba,SP,3156
6322,-23.530442872735094,-46.83324903547512,Carapicuiba,SP,3157
6325,-23.533474292941296,-46.82942465880205,Carapicuiba,SP,3158
6326,-23.528732182163704,-46.82839913596965,Carapicuiba,SP,3159
6327,-23.53443472608306,-46.82366729159336,Carapicuiba,SP,3160
6328,-23.526617178330397,-46.82301702701104,Carapicuiba,SP,3161
6329,-23.537981977290787,-46.821564366251856,Carapicuiba,SP,3162
6330,-23.55971076646229,-46.830354546046344,Carapicuiba,SP,3163
6331,-23.54350604326467,-46.829393081487794,Carapicuiba,SP,3164
6332,-23.548817725797868,-46.83081076342651,Carapicuiba,SP,3165
6333,-23.560220813376283,-46.83103808413909,Carapicuiba,SP,3166
6334,-23.54447921976214,-46.832086113462886,Carapicuiba,SP,3167
6335,-23.554677002058487,-46.83415540207784,Carapicuiba,SP,3168
6340,-23.5671853772338,-46.824686708260096,Carapicuiba,SP,3169
6341,-23.57241932843741,-46.81889442976561,Carapicuiba,SP,3170
6342,-23.581064083519134,-46.8247973303511,Carapicuiba,SP,3171
6343,-23.571680187235565,-46.83334151986372,Carapicuiba,SP,3172
6345,-23.57578930362405,-46.84198596490728,Carapicuiba,SP,3173
6350,-23.574911756030193,-46.85571724371266,Carapicuiba,SP,3174
6351,-23.56813738775153,-46.86475312596206,Carapicuiba,SP,3175
6352,-23.56388270798664,-46.86934399999996,Carapicuiba,SP,3176
6355,-23.55889925335884,-46.8616343034537,Carapicuiba,SP,3177
6360,-23.55953025202784,-46.83901935151496,Carapicuiba,SP,3178
6361,-23.559508526225283,-46.84517951100542,Carapicuiba,SP,3179
6362,-23.55402220405192,-46.841282678467664,Carapicuiba,SP,3180
6363,-23.56807719541528,-46.840251637763416,Carapicuiba,SP,3181
6364,-23.565483574860437,-46.84254510130874,Carapicuiba,SP,3182
6365,-23.553426672969827,-46.84972934356494,Carapicuiba,SP,3183
6379,-23.53484202582972,-46.85972267199777,Carapicuíba,SP,3184
6380,-23.5391445,-46.83780271347411,Carapicuiba,SP,3185
6381,-23.545780852365983,-46.83847829836412,Carapicuiba,SP,3186
6382,-23.549983190904797,-46.839521967166405,Carapicuiba,SP,3187
6384,-23.54254554053763,-46.84638179421137,Carapicuiba,SP,3188
6385,-23.542924575031503,-46.84341269886201,Carapicuiba,SP,3189
6386,-23.53282919925744,-46.843558724817726,Carapicuiba,SP,3190
6387,-23.55134994036523,-46.83514188734528,Carapicuiba,SP,3191
6390,-23.539769438915215,-46.85317597976109,Carapicuiba,SP,3192
6394,-23.52494311608224,-46.85798315701684,Carapicuiba,SP,3193
6395,-23.533815707813915,-46.85079106611848,Carapicuiba,SP,3194
6396,-23.529986342216095,-46.854080178164764,Carapicuiba,SP,3195
6397,-23.531113727706117,-46.85846392582221,Carapicuiba,SP,3196
6401,-23.50924262107987,-46.88521688379154,Barueri,SP,3197
6402,-23.50869881938678,-46.87882483748809,Barueri,SP,3198
6404,-23.505967344026324,-46.86762212637944,Barueri,SP,3199
6405,-23.50216980862949,-46.89791528982357,Barueri,SP,3200
6406,-23.501859999999965,-46.88667756562703,Barueri,SP,3201
6407,-23.500308443327313,-46.89053070739817,Barueri,SP,3202
6408,-23.49494106214648,-46.88587201908224,Barueri,SP,3203
6409,-23.493443455576134,-46.89561914855275,Barueri,SP,3204
6410,-23.501645888803644,-46.86777120784878,Barueri,SP,3205
6411,-23.50132697716146,-46.87414575675412,Barueri,SP,3206
6412,-23.496673832738004,-46.88135694345758,Barueri,SP,3207
6413,-23.48902456344522,-46.87889165766061,Barueri,SP,3208
6414,-23.494285082872555,-46.87045613339008,Barueri,SP,3209
6415,-23.489980441936638,-46.88927054690033,Barueri,SP,3210
6416,-23.4865890753816,-46.89306864040721,Barueri,SP,3211
6417,-23.48609727292998,-46.88378285145649,Barueri,SP,3212
6418,-23.482917000000004,-46.88545744074407,Barueri,SP,3213
6419,-23.47633047958325,-46.885698565358624,Barueri,SP,3214
6420,-23.510969344381,-46.89543585974762,Barueri,SP,3215
6421,-23.50817041016002,-46.89964050769329,Barueri,SP,3216
6422,-23.517512779181907,-46.9007968295618,Barueri,SP,3217
6423,-23.496409640874635,-46.90376882988474,Barueri,SP,3218
6424,-23.495901469908656,-46.87468669635919,Barueri,SP,3219
6428,-23.49621696132616,-46.95708142074396,Barueri,SP,3220
6429,-23.489821337123363,-46.95315217080441,Barueri,SP,3221
6433,-23.525690427982557,-46.88786043048718,Barueri,SP,3222
6434,-23.52961010546156,-46.890230516998166,Barueri,SP,3223
6435,-23.532058462021794,-46.88420792784153,Barueri,SP,3224
6436,-23.538023539179946,-46.88948064085956,Barueri,SP,3225
6437,-23.544371310789767,-46.88894353674269,Barueri,SP,3226
6440,-23.51056987231207,-46.86061571804235,Barueri,SP,3227
6442,-23.514961198834957,-46.87925430106976,Barueri,SP,3228
6443,-23.5369643264166,-46.8644161136163,Barueri,SP,3229
6444,-23.543538120019367,-46.88425326475001,Barueri,SP,3230
6445,-23.528467770395096,-46.86448276138308,Barueri,SP,3231
6447,-23.54168503634312,-46.88038394879965,Barueri,SP,3232
6448,-23.547886639775108,-46.87520072768413,Barueri,SP,3233
6449,-23.542227635143306,-46.86835638346921,Barueri,SP,3234
6453,-23.496967777357565,-46.851043650111336,Barueri,SP,3235
6454,-23.495491646811058,-46.84718581311382,Barueri,SP,3236
6455,-23.500491754016583,-46.85065418539156,Barueri,SP,3237
6458,-23.489732949812062,-46.82428434360047,Barueri,SP,3238
6460,-23.499373461975644,-46.832186480942994,Barueri,SP,3239
6462,-23.485734100298085,-46.80756823477829,Barueri,SP,3240
6463,-23.501562367383418,-46.81279487754352,Barueri,SP,3241
6465,-23.50635629107222,-46.85151731777203,Barueri,SP,3242
6470,-23.493536088935564,-46.85934882514738,Barueri,SP,3243
6471,-23.486645071677177,-46.853355288492395,Barueri,SP,3244
6472,-23.485131424736927,-46.85403093540524,Barueri,SP,3245
6473,-23.484228877013024,-46.86153336919632,Barueri,SP,3246
6474,-23.48822870989112,-46.847490612109866,Barueri,SP,3247
6475,-23.488155896311948,-46.83762488149132,Barueri,SP,3248
6480,-23.48801831246201,-46.85551053744682,Barueri,SP,3249
6485,-23.483077334245657,-46.848116107200376,Barueri,SP,3250
6501,-23.44495848903573,-46.91602417055225,Santana De Parnaiba,SP,3251
6502,-23.44520236913556,-46.92545769545329,Santana De Parnaiba,SP,3252
6503,-23.456121032883715,-46.939926401284126,Santana De Parnaiba,SP,3253
6504,-23.43964119677996,-46.93392196433722,Santana De Parnaiba,SP,3254
6505,-23.409368595505608,-46.94216461813873,Santana De Parnaiba,SP,3255
6506,-23.418891832506162,-46.9591508819105,Santana De Parnaiba,SP,3256
6509,-23.453151379702746,-46.93913956736417,Santana De Parnaiba,SP,3257
6513,-23.45941114552623,-46.91651548402723,Santana De Parnaiba,SP,3258
6514,-23.46956398251577,-46.90793680339095,Santana De Parnaiba,SP,3259
6515,-23.474839274770616,-46.89821131571351,Santana De Parnaiba,SP,3260
6516,-23.48080049274016,-46.89346678642738,Santana De Parnaiba,SP,3261
6517,-23.47611023419865,-46.93397429636492,Santana De Parnaiba,SP,3262
6519,-23.491572945286304,-46.96572447854157,Santana De Parnaiba,SP,3263
6520,-23.479767044401715,-46.97427903707506,Santana De Parnaiba,SP,3264
6523,-23.492647355496196,-47.0028415385122,Santana De Parnaiba,SP,3265
6524,-23.477212542782237,-47.001109000787466,Santana De Parnaiba,SP,3266
6525,-23.41600918387158,-46.892679613441146,Santana De Parnaiba,SP,3267
6526,-23.43014084206979,-46.92733917019821,Santana De Parnaiba,SP,3268
6528,-23.407023447126207,-46.89955203802869,Santana De Parnaiba,SP,3269
6529,-23.404598507357584,-46.88353302899766,Santana De Parnaiba,SP,3270
6530,-23.410716954635376,-46.88654724546794,Santana De Parnaiba,SP,3271
6531,-23.418205778877308,-46.883991662083815,Santana De Parnaiba,SP,3272
6532,-23.44174447794952,-46.88555950716999,Santana De Parnaiba,SP,3273
6533,-23.421131064361518,-46.87479825880692,Santana De Parnaiba,SP,3274
6534,-23.417085510957918,-46.867096412271536,Santana De Parnaiba,SP,3275
6535,-23.4252098698804,-46.85684328117762,Santana De Parnaiba,SP,3276
6537,-23.428553764786308,-46.82672952193262,Santana De Parnaiba,SP,3277
6539,-23.464964013224613,-46.88075290768879,Santana De Parnaiba,SP,3278
6540,-23.45368695730606,-46.8821892773317,Santana De Parnaiba,SP,3279
6541,-23.462226420064173,-46.87189411306024,Santana De Parnaiba,SP,3280
6542,-23.474720196587747,-46.868883524424135,Santana De Parnaiba,SP,3281
6543,-23.47245438500304,-46.84936849791564,Santana De Parnaiba,SP,3282
6544,-23.46249750337521,-46.852873557741695,Santana De Parnaiba,SP,3283
6550,-23.39989412672898,-47.002958093063846,Pirapora Do Bom Jesus,SP,3284
6600,-23.531602725043687,-46.90176054686618,Jandira,SP,3285
6602,-23.53450945807633,-46.89703557958681,Jandira,SP,3286
6604,-23.539748346040337,-46.904221413051374,Jandira,SP,3287
6606,-23.533396822924292,-46.90732391513105,Jandira,SP,3288
6608,-23.53392425045651,-46.91477434009402,Jandira,SP,3289
6609,-23.535000142771736,-46.91083695924483,Jandira,SP,3290
6610,-23.524186067799068,-46.92088103105522,Jandira,SP,3291
6612,-23.52091482492541,-46.9229229484893,Jandira,SP,3292
6616,-23.52721856262902,-46.91030914609816,Jandira,SP,3293
6618,-23.525646291670004,-46.90050861314917,Jandira,SP,3294
6620,-23.546361660685392,-46.891731633398905,Jandira,SP,3295
6622,-23.546378954818977,-46.89967983714271,Jandira,SP,3296
6624,-23.548375226831304,-46.91045147517844,Jandira,SP,3297
6626,-23.54201338813129,-46.911618552452,Jandira,SP,3298
6630,-23.55516066374461,-46.890035575198546,Jandira,SP,3299
6631,-23.544998282452386,-46.90430341342511,Jandira,SP,3300
6633,-23.530553236083108,-46.8862397904778,Jandira,SP,3301
6634,-23.559461570994095,-46.90478111014794,Jandira,SP,3302
6636,-23.55675766395344,-46.89899686462511,Jandira,SP,3303
6642,-23.55715469123798,-46.87643190787361,Jandira,SP,3304
6648,-23.548521880837207,-46.867086541860346,Jandira,SP,3305
6650,-23.54458899714706,-46.93515870222017,Itapevi,SP,3306
6652,-23.549521500000004,-46.92600758764105,Itapevi,SP,3307
6653,-23.546865429254996,-46.93000464678376,Itapevi,SP,3308
6654,-23.53892082625616,-46.92561830745143,Itapevi,SP,3309
6655,-23.5510656877807,-46.91473581506333,Itapevi,SP,3310
6656,-23.553533700634485,-46.922035348569935,Itapevi,SP,3311
6657,-23.55743778818944,-46.929352145956976,Itapevi,SP,3312
6660,-23.54842124980368,-46.95757660573868,Itapevi,SP,3313
6663,-23.556877800743933,-46.93993487311839,Itapevi,SP,3314
6665,-23.55614854774545,-46.94943508267261,Itapevi,SP,3315
6670,-23.586029600992994,-46.96600929337407,Itapevi,SP,3316
6673,-23.554944,-46.911946500000006,Itapevi,SP,3317
6675,-23.545878332448808,-46.97058652285942,Itapevi,SP,3318
6680,-23.534269050583585,-46.97922904965998,Itapevi,SP,3319
6683,-23.53920007011036,-46.97704706724933,Itapevi,SP,3320
6684,-23.538936648700837,-46.942246782823496,Itapevi,SP,3321
6685,-23.539836631006587,-47.00426925341307,Itapevi,SP,3322
6690,-23.52674812172064,-46.95089455423456,Itapevi,SP,3323
6693,-23.534577029183552,-46.92987660751022,Itapevi,SP,3324
6694,-23.541447999999946,-46.938015,Itapevi,SP,3325
6695,-23.54165005684005,-46.9610967100285,Itapevi,SP,3326
6696,-23.525113834113863,-46.94200949097439,Itapevi,SP,3327
6700,-23.609187050439854,-46.933769687344906,Cotia,SP,3328
6701,-23.608446558976304,-46.9708926704669,Cotia,SP,3329
6702,-23.57981620702314,-46.93114081520044,Cotia,SP,3330
6703,-23.59674469900167,-46.91078004662704,Cotia,SP,3331
6704,-23.58013462799816,-46.91807670499688,Cotia,SP,3332
6705,-23.58752807798937,-46.894395491927874,Cotia,SP,3333
6706,-23.57878124923539,-46.87427964550514,Cotia,SP,3334
6707,-23.5917539686364,-46.86810255303235,Cotia,SP,3335
6708,-23.59402130835592,-46.84683743149186,Cotia,SP,3336
6709,-23.58750487878853,-46.825889845886735,Cotia,SP,3337
6710,-23.598895075768954,-46.82654692427948,Cotia,SP,3338
6711,-23.6054986239252,-46.83910428065681,Cotia,SP,3339
6712,-23.60621570647777,-46.8467525797761,Cotia,SP,3340
6713,-23.60737144836881,-46.85911611647977,Cotia,SP,3341
6714,-23.59918674271452,-46.87283449800843,Cotia,SP,3342
6715,-23.609465995736695,-46.87619775846843,Cotia,SP,3343
6716,-23.605705509290832,-46.898514000000006,Cotia,SP,3344
6717,-23.606858430751917,-46.91654275047613,Cotia,SP,3345
6719,-23.62292737067436,-46.93687065190365,Cotia,SP,3346
6720,-23.61874768220902,-46.955576094933136,Cotia,SP,3347
6721,-23.6472020341007,-46.98475190847713,Cotia,SP,3348
6722,-23.63533327782904,-46.95014179808413,Cotia,SP,3349
6723,-23.69541315638895,-47.03433970640451,Cotia,SP,3350
6724,-23.68920628128286,-46.91034260998947,Cotia,SP,3351
6725,-23.687300569497012,-47.024136618685546,Cotia,SP,3352
6726,-23.66260279547012,-47.05294093427721,Cotia,SP,3353
6727,-23.673653065279883,-47.02139518822165,Cotia,SP,3354
6728,-23.683053826002467,-47.00803215070117,Cotia,SP,3355
6729,-23.722382893511654,-47.02497264013195,Cotia,SP,3356
6730,-23.6212805703204,-47.01055566117187,Vargem Grande Paulista,SP,3357
6738,-23.64615211486552,-47.00279569847461,Vargem Grande Paulista,SP,3358
6753,-23.6026934207006,-46.75612054704541,Taboao Da Serra,SP,3359
6754,-23.606328572854757,-46.75692337538232,Taboao Da Serra,SP,3360
6755,-23.601294244375357,-46.76663087093889,Taboao Da Serra,SP,3361
6756,-23.606386840958358,-46.7738625886593,Taboao Da Serra,SP,3362
6757,-23.608436703508332,-46.77944285500227,Taboao Da Serra,SP,3363
6760,-23.61373851078553,-46.77354727030061,Taboao Da Serra,SP,3364
6763,-23.61104548934897,-46.76113750216712,Taboao Da Serra,SP,3365
6764,-23.615084598389984,-46.766986071614,Taboao Da Serra,SP,3366
6765,-23.61877003052688,-46.77291653788447,Taboao Da Serra,SP,3367
6766,-23.62759432584107,-46.77943737316059,Taboao Da Serra,SP,3368
6767,-23.621035924231045,-46.78475176824975,Taboao Da Serra,SP,3369
6768,-23.607693000000005,-46.75265774999998,Taboao Da Serra,SP,3370
6770,-23.63660597668648,-46.785676734952894,Taboao Da Serra,SP,3371
6773,-23.64228248987828,-46.79186524233267,Taboao Da Serra,SP,3372
6774,-23.642196751253778,-46.800330164471646,Taboao Da Serra,SP,3373
6775,-23.63685507902641,-46.7940715599899,Taboao Da Serra,SP,3374
6780,-23.623098658773564,-46.79132310990251,Taboao Da Serra,SP,3375
6783,-23.63098517277395,-46.78896203400367,Taboao Da Serra,SP,3376
6784,-23.63255548401663,-46.79763107285713,Taboao Da Serra,SP,3377
6785,-23.636811477667425,-46.80610249954341,Taboao Da Serra,SP,3378
6786,-23.626588253678783,-46.80779308949943,Taboao Da Serra,SP,3379
6787,-23.62323038246003,-46.80104434592664,Taboao Da Serra,SP,3380
6790,-23.611145895135547,-46.78582120705175,Taboao Da Serra,SP,3381
6793,-23.607693000000005,-46.75265774999998,Taboao Da Serra,SP,3382
6794,-23.617655672309454,-46.80629478817645,Taboao Da Serra,SP,3383
6795,-23.613222334296992,-46.79713413405276,Taboao Da Serra,SP,3384
6803,-23.648622530368485,-46.84988237290081,Embu Das Artes,SP,3385
6804,-23.644263425211992,-46.85069733417961,Embu Das Artes,SP,3386
6805,-23.638188630531026,-46.85359831167413,Embu Das Artes,SP,3387
6806,-23.636461272162347,-46.838376989223065,Embu Das Artes,SP,3388
6807,-23.626376350235518,-46.823201317679256,Embu Das Artes,SP,3389
6810,-23.64676116180968,-46.80117134997565,Embu Das Artes,SP,3390
6813,-23.651135718275818,-46.80456122439265,Embu Das Artes,SP,3391
6814,-23.660416684332773,-46.81434235048179,Embu Das Artes,SP,3392
6815,-23.653300317228396,-46.81557229759366,Embu Das Artes,SP,3393
6816,-23.64481685899368,-46.818652038770416,Embu Das Artes,SP,3394
6817,-23.633804623795307,-46.81441735138564,Embu Das Artes,SP,3395
6818,-23.642048023368268,-46.83752624335116,Embu Das Artes,SP,3396
6820,-23.660101880518198,-46.796551879811375,Embu Das Artes,SP,3397
6823,-23.669919328035405,-46.802391524496485,Embu Das Artes,SP,3398
6824,-23.676819385928212,-46.80447602125038,Embu Das Artes,SP,3399
6825,-23.6663114568354,-46.810192160793946,Embu Das Artes,SP,3400
6826,-23.659432129479463,-46.80205033902703,Embu Das Artes,SP,3401
6830,-23.64745623514897,-46.84295944622448,Embu Das Artes,SP,3402
6833,-23.65531742302772,-46.84474138576665,Embu Das Artes,SP,3403
6835,-23.67851435556573,-46.85228926672054,Embu Das Artes,SP,3404
6840,-23.650316530870214,-46.86156314376194,Embu Das Artes,SP,3405
6843,-23.662919002481495,-46.862358983927656,Embu Das Artes,SP,3406
6844,-23.662566658183913,-46.879112361792295,Embu Das Artes,SP,3407
6845,-23.64428184430716,-46.89710931622576,Embu Das Artes,SP,3408
6846,-23.63529055772122,-46.87238523062507,Embu Das Artes,SP,3409
6850,-23.710979053292142,-46.85103183305166,Itapecerica Da Serra,SP,3410
6851,-23.71822527544562,-46.85713489021997,Itapecerica Da Serra,SP,3411
6852,-23.70653144827205,-46.85857730169082,Itapecerica Da Serra,SP,3412
6853,-23.690109949766278,-46.85569285414625,Itapecerica Da Serra,SP,3413
6854,-23.69591864866752,-46.84699648988067,Itapecerica Da Serra,SP,3414
6855,-23.69330917262972,-46.82536027116393,Itapecerica Da Serra,SP,3415
6856,-23.69315078698238,-46.800962328124875,Itapecerica Da Serra,SP,3416
6857,-23.704247351088792,-46.79841840455035,Itapecerica Da Serra,SP,3417
6858,-23.704759054198412,-46.82545442702717,Itapecerica Da Serra,SP,3418
6859,-23.708014422596868,-46.83423060757165,Itapecerica Da Serra,SP,3419
6860,-23.720511397166494,-46.84204931395225,Itapecerica Da Serra,SP,3420
6861,-23.73002036149049,-46.816684594592815,Itapecerica Da Serra,SP,3421
6863,-23.720900932357058,-46.79874786562563,Itapecerica Da Serra,SP,3422
6864,-23.74524476110067,-46.79939046377528,Itapecerica Da Serra,SP,3423
6865,-23.74940847644901,-46.79107615445491,Itapecerica Da Serra,SP,3424
6866,-23.75704475656176,-46.79799601332215,Itapecerica Da Serra,SP,3425
6867,-23.75636140716581,-46.80973830999994,Itapecerica Da Serra,SP,3426
6868,-23.760704865713556,-46.83839173367618,Itapecerica Da Serra,SP,3427
6869,-23.74450746653232,-46.84674239461971,Itapecerica Da Serra,SP,3428
6870,-23.736324468391736,-46.884057686565185,Itapecerica Da Serra,SP,3429
6871,-23.722884545097838,-46.85659934471119,Itapecerica Da Serra,SP,3430
6872,-23.733157847037702,-46.84942638595672,Itapecerica Da Serra,SP,3431
6873,-23.754661192174545,-46.85680992113433,Itapecerica Da Serra,SP,3432
6874,-23.75958812652059,-46.84388407700193,Itapecerica Da Serra,SP,3433
6876,-23.772325498339043,-46.89142436041662,Itapecerica Da Serra,SP,3434
6877,-23.775275153759612,-46.92524721702256,Itapecerica Da Serra,SP,3435
6880,-23.77816613702251,-46.91872872241261,Itapecerica Da Serra,SP,3436
